id,title,published_date,summary,authors,first_author,pdf_link
cs-0105017v1,Optimization Over Zonotopes and Training Support Vector Machines,5/8/2001,"We make a connection between classical polytopes called zonotopes and Support
Vector Machine (SVM) classifiers. We combine this connection with the ellipsoid
method to give some new theoretical results on training SVMs. We also describe
some special properties of soft margin C-SVMs as parameter C goes to infinity.","['Marshall Bern', 'David Eppstein']",'Marshall Bern',https://arxiv.org/pdf/cs/0105017v1
cs-0105036v2,Disjunctive Logic Programs with Inheritance,5/30/2001,"The paper proposes a new knowledge representation language, called DLP<,
which extends disjunctive logic programming (with strong negation) by
inheritance. The addition of inheritance enhances the knowledge modeling
features of the language providing a natural representation of default
reasoning with exceptions.
  A declarative model-theoretic semantics of DLP< is provided, which is shown
to generalize the Answer Set Semantics of disjunctive logic programs.
  The knowledge modeling features of the language are illustrated by encoding
classical nonmonotonic problems in DLP<.
  The complexity of DLP< is analyzed, proving that inheritance does not cause
any computational overhead, as reasoning in DLP< has exactly the same
complexity as reasoning in disjunctive logic programming. This is confirmed by
the existence of an efficient translation from DLP< to plain disjunctive logic
programming. Using this translation, an advanced KR system supporting the DLP<
language has been implemented on top of the DLV system and has subsequently
been integrated into DLV.","['Francesco Buccafurri', 'Wolfgang Faber', 'Nicola Leone']",'Francesco Buccafurri',https://arxiv.org/pdf/cs/0105036v2
cs-0106004v1,Soft Scheduling,6/2/2001,"Classical notions of disjunctive and cumulative scheduling are studied from
the point of view of soft constraint satisfaction. Soft disjunctive scheduling
is introduced as an instance of soft CSP and preferences included in this
problem are applied to generate a lower bound based on existing discrete
capacity resource. Timetabling problems at Purdue University and Faculty of
Informatics at Masaryk University considering individual course requirements of
students demonstrate practical problems which are solved via proposed methods.
Implementation of general preference constraint solver is discussed and first
computational results for timetabling problem are presented.",['Hana Rudova'],'Hana Rudova',https://arxiv.org/pdf/cs/0106004v1
cs-0106005v1,The Representation of Legal Contracts,6/7/2001,"The paper outlines ongoing research on logic-based tools for the analysis and
representation of legal contracts of the kind frequently encountered in
large-scale engineering projects and complex, long-term trading agreements. We
consider both contract formation and contract performance, in each case
identifying the representational issues and the prospects for providing
automated support tools.","['Aspassia Daskalopulu', 'Marek Sergot']",'Aspassia Daskalopulu',https://arxiv.org/pdf/cs/0106005v1
cs-0106008v1,"Computing Functional and Relational Box Consistency by Structured
  Propagation in Atomic Constraint Systems",6/7/2001,"Box consistency has been observed to yield exponentially better performance
than chaotic constraint propagation in the interval constraint system obtained
by decomposing the original expression into primitive constraints. The claim
was made that the improvement is due to avoiding decomposition. In this paper
we argue that the improvement is due to replacing chaotic iteration by a more
structured alternative.
  To this end we distinguish the existing notion of box consistency from
relational box consistency. We show that from a computational point of view it
is important to maintain the functional structure in constraint systems that
are associated with a system of equations. So far, it has only been considered
computationally important that constraint propagation be fair. With the
additional structure of functional constraint systems, one can define and
implement computationally effective, structured, truncated constraint
propagations. The existing algorithm for box consistency is one such. Our
results suggest that there are others worth investigating.",['M. H. van Emden'],'M. H. van Emden',https://arxiv.org/pdf/cs/0106008v1
cs-0106010v1,Modelling Legal Contracts as Processes,6/7/2001,"This paper concentrates on the representation of the legal relations that
obtain between parties once they have entered a contractual agreement and their
evolution as the agreement progresses through time. Contracts are regarded as
process and they are analysed in terms of the obligations that are active at
various points during their life span. An informal notation is introduced that
summarizes conveniently the states of an agreement as it evolves over time.
Such a representation enables us to determine what the status of an agreement
is, given an event or a sequence of events that concern the performance of
actions by the agents involved. This is useful both in the context of contract
drafting (where parties might wish to preview how their agreement might evolve)
and in the context of contract performance monitoring (where parties might with
to establish what their legal positions are once their agreement is in force).
The discussion is based on an example that illustrates some typical patterns of
contractual obligations.",['Aspassia Daskalopulu'],'Aspassia Daskalopulu',https://arxiv.org/pdf/cs/0106010v1
cs-0106031v1,"Complexity Results and Practical Algorithms for Logics in Knowledge
  Representation",6/13/2001,"Description Logics (DLs) are used in knowledge-based systems to represent and
reason about terminological knowledge of the application domain in a
semantically well-defined manner. In this thesis, we establish a number of
novel complexity results and give practical algorithms for expressive DLs that
provide different forms of counting quantifiers.
  We show that, in many cases, adding local counting in the form of qualifying
number restrictions to DLs does not increase the complexity of the inference
problems, even if binary coding of numbers in the input is assumed. On the
other hand, we show that adding different forms of global counting restrictions
to a logic may increase the complexity of the inference problems dramatically.
  We provide exact complexity results and a practical, tableau based algorithm
for the DL SHIQ, which forms the basis of the highly optimized DL system iFaCT.
  Finally, we describe a tableau algorithm for the clique guarded fragment
(CGF), which we hope will serve as the basis for an efficient implementation of
a CGF reasoner.",['Stephan Tobies'],'Stephan Tobies',https://arxiv.org/pdf/cs/0106031v1
cs-0106040v1,Stacking classifiers for anti-spam filtering of e-mail,6/19/2001,"We evaluate empirically a scheme for combining classifiers, known as stacked
generalization, in the context of anti-spam filtering, a novel cost-sensitive
application of text categorization. Unsolicited commercial e-mail, or ""spam"",
floods mailboxes, causing frustration, wasting bandwidth, and exposing minors
to unsuitable content. Using a public corpus, we show that stacking can improve
the efficiency of automatically induced anti-spam filters, and that such
filters can be used in real-life applications.","['G. Sakkis', 'I. Androutsopoulos', 'G. Paliouras', 'V. Karkaletsis', 'C. D. Spyropoulos', 'P. Stamatopoulos']",'G. Sakkis',https://arxiv.org/pdf/cs/0106040v1
cs-0107013v2,The Logic Programming Paradigm and Prolog,7/10/2001,"This is a tutorial on logic programming and Prolog appropriate for a course
on programming languages for students familiar with imperative programming.",['Krzysztof R. Apt'],'Krzysztof R. Apt',https://arxiv.org/pdf/cs/0107013v2
cs-0107026v1,Annotated revision programs,7/19/2001,"Revision programming is a formalism to describe and enforce updates of belief
sets and databases. That formalism was extended by Fitting who assigned
annotations to revision atoms. Annotations provide a way to quantify the
confidence (probability) that a revision atom holds. The main goal of our paper
is to reexamine the work of Fitting, argue that his semantics does not always
provide results consistent with intuition, and to propose an alternative
treatment of annotated revision programs. Our approach differs from that
proposed by Fitting in two key aspects: we change the notion of a model of a
program and we change the notion of a justified revision. We show that under
this new approach fundamental properties of justified revisions of standard
revision programs extend to the annotated case.","['Victor Marek', 'Inna Pivkina', 'Miroslaw Truszczynski']",'Victor Marek',https://arxiv.org/pdf/cs/0107026v1
cs-0107027v2,Fixed-parameter complexity of semantics for logic programs,7/19/2001,"A decision problem is called parameterized if its input is a pair of strings.
One of these strings is referred to as a parameter. The problem: given a
propositional logic program P and a non-negative integer k, decide whether P
has a stable model of size no more than k, is an example of a parameterized
decision problem with k serving as a parameter. Parameterized problems that are
NP-complete often become solvable in polynomial time if the parameter is fixed.
The problem to decide whether a program P has a stable model of size no more
than k, where k is fixed and not a part of input, can be solved in time
O(mn^k), where m is the size of P and n is the number of atoms in P. Thus, this
problem is in the class P. However, algorithms with the running time given by a
polynomial of order k are not satisfactory even for relatively small values of
k.
  The key question then is whether significantly better algorithms (with the
degree of the polynomial not dependent on k) exist. To tackle it, we use the
framework of fixed-parameter complexity. We establish the fixed-parameter
complexity for several parameterized decision problems involving models,
supported models and stable models of logic programs. We also establish the
fixed-parameter complexity for variants of these problems resulting from
restricting attention to Horn programs and to purely negative programs. Most of
the problems considered in the paper have high fixed-parameter complexity.
Thus, it is unlikely that fixing bounds on models (supported models, stable
models) will lead to fast algorithms to decide the existence of such models.","['Zbigniew Lonc', 'Miroslaw Truszczynski']",'Zbigniew Lonc',https://arxiv.org/pdf/cs/0107027v2
cs-0107028v1,Propositional satisfiability in answer-set programming,7/19/2001,"We show that propositional logic and its extensions can support answer-set
programming in the same way stable logic programming and disjunctive logic
programming do. To this end, we introduce a logic based on the logic of
propositional schemata and on a version of the Closed World Assumption. We call
it the extended logic of propositional schemata with CWA (PS+, in symbols). An
important feature of this logic is that it supports explicit modeling of
constraints on cardinalities of sets. In the paper, we characterize the class
of problems that can be solved by finite PS+ theories. We implement a
programming system based on the logic PS+ and design and implement a solver for
processing theories in PS+. We present encouraging performance results for our
approach --- we show it to be competitive with smodels, a state-of-the-art
answer-set programming system based on stable logic programming.","['Deborah East', 'Miroslaw Truszczynski']",'Deborah East',https://arxiv.org/pdf/cs/0107028v1
cs-0107029v1,"aspps --- an implementation of answer-set programming with propositional
  schemata",7/19/2001,"We present an implementation of an answer-set programming paradigm, called
aspps (short for answer-set programming with propositional schemata). The
system aspps is designed to process PS+ theories. It consists of two basic
modules. The first module, psgrnd, grounds an PS+ theory. The second module,
referred to as aspps, is a solver. It computes models of ground PS+ theories.",['Deborah East. Miroslaw Truszczynski'],'Deborah East. Miroslaw Truszczynski',https://arxiv.org/pdf/cs/0107029v1
cs-0108008v1,"Using Methods of Declarative Logic Programming for Intelligent
  Information Agents",8/14/2001,"The search for information on the web is faced with several problems, which
arise on the one hand from the vast number of available sources, and on the
other hand from their heterogeneity. A promising approach is the use of
multi-agent systems of information agents, which cooperatively solve advanced
information-retrieval problems. This requires capabilities to address complex
tasks, such as search and assessment of sources, query planning, information
merging and fusion, dealing with incomplete information, and handling of
inconsistency. In this paper, our interest is in the role which some methods
from the field of declarative logic programming can play in the realization of
reasoning capabilities for information agents. In particular, we are interested
in how they can be used and further developed for the specific needs of this
application domain. We review some existing systems and current projects, which
address information-integration problems. We then focus on declarative
knowledge-representation methods, and review and evaluate approaches from logic
programming and nonmonotonic reasoning for information agents. We discuss
advantages and drawbacks, and point out possible extensions and open issues.","['T. Eiter', 'M. Fink', 'G. Sabbatini', 'H. Tompits']",'T. Eiter',https://arxiv.org/pdf/cs/0108008v1
cs-0108013v2,"Convergent Approximate Solving of First-Order Constraints by Approximate
  Quantifiers",8/22/2001,"Exactly solving first-order constraints (i.e., first-order formulas over a
certain predefined structure) can be a very hard, or even undecidable problem.
In continuous structures like the real numbers it is promising to compute
approximate solutions instead of exact ones. However, the quantifiers of the
first-order predicate language are an obstacle to allowing approximations to
arbitrary small error bounds. In this paper we solve the problem by modifying
the first-order language and replacing the classical quantifiers with
approximate quantifiers. These also have two additional advantages: First, they
are tunable, in the sense that they allow the user to decide on the trade-off
between precision and efficiency. Second, they introduce additional
expressivity into the first-order language by allowing reasoning over the size
of solution sets.",['Stefan Ratschan'],'Stefan Ratschan',https://arxiv.org/pdf/cs/0108013v2
cs-0109014v1,"Assigning Satisfaction Values to Constraints: An Algorithm to Solve
  Dynamic Meta-Constraints",9/13/2001,"The model of Dynamic Meta-Constraints has special activity constraints which
can activate other constraints. It also has meta-constraints which range over
other constraints. An algorithm is presented in which constraints can be
assigned one of five different satisfaction values, which leads to the
assignment of domain values to the variables in the CSP. An outline of the
model and the algorithm is presented, followed by some initial results for two
problems: a simple classic CSP and the Car Configuration Problem. The algorithm
is shown to perform few backtracks per solution, but to have overheads in the
form of historical records required for the implementation of state.",['Janet van der Linden'],'Janet van der Linden',https://arxiv.org/pdf/cs/0109014v1
cs-0109022v1,Interactive Timetabling,9/17/2001,"Timetabling is a typical application of constraint programming whose task is
to allocate activities to slots in available resources respecting various
constraints like precedence and capacity. In this paper we present a basic
concept, a constraint model, and the solving algorithms for interactive
timetabling. Interactive timetabling combines automated timetabling (the
machine allocates the activities) with user interaction (the user can interfere
with the process of timetabling). Because the user can see how the timetabling
proceeds and can intervene this process, we believe that such approach is more
convenient than full automated timetabling which behaves like a black-box. The
contribution of this paper is twofold: we present a generic model to describe
timetabling (and scheduling in general) problems and we propose an interactive
algorithm for solving such problems.","['Tomas Muller', 'Roman Bartak']",'Tomas Muller',https://arxiv.org/pdf/cs/0109022v1
cs-0109023v1,Integrating Multiple Knowledge Sources for Robust Semantic Parsing,9/17/2001,"This work explores a new robust approach for Semantic Parsing of unrestricted
texts. Our approach considers Semantic Parsing as a Consistent Labelling
Problem (CLP), allowing the integration of several knowledge types (syntactic
and semantic) obtained from different sources (linguistic and statistic). The
current implementation obtains 95% accuracy in model identification and 72% in
case-role filling.","['Jordi Atserias', 'Lluis Padro', 'German Rigau']",'Jordi Atserias',https://arxiv.org/pdf/cs/0109023v1
cs-0109025v1,Dynamic Global Constraints: A First View,9/18/2001,"Global constraints proved themselves to be an efficient tool for modelling
and solving large-scale real-life combinatorial problems. They encapsulate a
set of binary constraints and using global reasoning about this set they filter
the domains of involved variables better than arc consistency among the set of
binary constraints. Moreover, global constraints exploit semantic information
to achieve more efficient filtering than generalised consistency algorithms for
n-ary constraints. Continued expansion of constraint programming (CP) to
various application areas brings new challenges for design of global
constraints. In particular, application of CP to advanced planning and
scheduling (APS) requires dynamic additions of new variables and constraints
during the process of constraint satisfaction and, thus, it would be helpful if
the global constraints could adopt new variables. In the paper, we give a
motivation for such dynamic global constraints and we describe a dynamic
version of the well-known alldifferent constraint.",['Roman Bartak'],'Roman Bartak',https://arxiv.org/pdf/cs/0109025v1
cs-0109034v1,"Relevant Knowledge First - Reinforcement Learning and Forgetting in
  Knowledge Based Configuration",9/19/2001,"In order to solve complex configuration tasks in technical domains, various
knowledge based methods have been developed. However their applicability is
often unsuccessful due to their low efficiency. One of the reasons for this is
that (parts of the) problems have to be solved again and again, instead of
being ""learnt"" from preceding processes. However, learning processes bring with
them the problem of conservatism, for in technical domains innovation is a
deciding factor in competition. On the other hand a certain amount of
conservatism is often desired since uncontrolled innovation as a rule is also
detrimental. This paper proposes the heuristic RKF (Relevant Knowledge First)
for making decisions in configuration processes based on the so-called
relevance of objects in a knowledge base. The underlying relevance-function has
two components, one based on reinforcement learning and the other based on
forgetting (fading). Relevance of an object increases with its successful use
and decreases with age when it is not used. RKF has been developed to speed up
the configuration process and to improve the quality of the solutions relative
to the reward value that is given by users.","['Ingo Kreuz', 'Dieter Roller']",'Ingo Kreuz',https://arxiv.org/pdf/cs/0109034v1
cs-0109042v2,"Intelligent Search of Correlated Alarms from Database containing Noise
  Data",9/21/2001,"Alarm correlation plays an important role in improving the service and
reliability in modern telecommunications networks. Most previous research of
alarm correlation didn't consider the effect of noise data in Database. This
paper focuses on the method of discovering alarm correlation rules from
database containing noise data. We firstly define two parameters Win_freq and
Win_add as the measure of noise data and then present the Robust_search
algorithm to solve the problem. At different size of Win_freq and Win_add,
experiments with alarm data containing noise data show that the Robust_search
Algorithm can discover the more rules with the bigger size of Win_add. We also
experimentally compare two different interestingness measures of confidence and
correlation.","['Qingguo Zheng', 'Ke Xu', 'Weifeng Lv', 'Shilong Ma']",'Qingguo Zheng',https://arxiv.org/pdf/cs/0109042v2
cs-0110003v1,The temporal calculus of conditional objects and conditional events,10/1/2001,"We consider the problem of defining conditional objects (a|b), which would
allow one to regard the conditional probability Pr(a|b) as a probability of a
well-defined event rather than as a shorthand for Pr(ab)/Pr(b). The next issue
is to define boolean combinations of conditional objects, and possibly also the
operator of further conditioning. These questions have been investigated at
least since the times of George Boole, leading to a number of formalisms
proposed for conditional objects, mostly of syntactical, proof-theoretic vein.
  We propose a unifying, semantical approach, in which conditional events are
(projections of) Markov chains, definable in the three-valued extension of the
past tense fragment of propositional linear time logic, or, equivalently, by
three-valued counter-free Moore machines. Thus our conditional objects are
indeed stochastic processes, one of the central notions of modern probability
theory.
  Our model fulfills early ideas of Bruno de Finetti and, moreover, as we show
in a separate paper, all the previously proposed algebras of conditional events
can be isomorphically embedded in our model.","['Jerzy Tyszkiewicz', 'Arthur Ramer', 'Achim Hoffmann']",'Jerzy Tyszkiewicz',https://arxiv.org/pdf/cs/0110003v1
cs-0110004v1,"Embedding conditional event algebras into temporal calculus of
  conditionals",10/1/2001,"In this paper we prove that all the existing conditional event algebras embed
into a three-valued extension of temporal logic of discrete past time, which
the authors of this paper have proposed in anothe paper as a general model of
conditional events.
  First of all, we discuss the descriptive incompleteness of the cea's. In this
direction, we show that some important notions, like independence of
conditional events, cannot be properly addressed in the framework of
conditional event algebras, while they can be precisely formulated and analyzed
in the temporal setting.
  We also demonstrate that the embeddings allow one to use Markov chain
algorithms (suitable for the temporal calculus) for computing probabilities of
complex conditional expressions of the embedded conditional event algebras, and
that these algorithms can outperform those previously known.","['Jerzy Tyszkiewicz', 'Achim Hoffmann', 'Arthur Ramer']",'Jerzy Tyszkiewicz',https://arxiv.org/pdf/cs/0110004v1
cs-0110032v1,A logic-based approach to data integration,10/16/2001,"An important aspect of data integration involves answering queries using
various resources rather than by accessing database relations. The process of
transforming a query from the database relations to the resources is often
referred to as query folding or answering queries using views, where the views
are the resources. We present a uniform approach that includes as special cases
much of the previous work on this subject. Our approach is logic-based using
resolution. We deal with integrity constraints, negation, and recursion also
within this framework.","['J. Grant', 'J. Minker']",'J. Grant',https://arxiv.org/pdf/cs/0110032v1
cs-0110057v1,"Generating Multilingual Personalized Descriptions of Museum Exhibits -
  The M-PIRO Project",10/29/2001,"This paper provides an overall presentation of the M-PIRO project. M-PIRO is
developing technology that will allow museums to generate automatically textual
or spoken descriptions of exhibits for collections available over the Web or in
virtual reality environments. The descriptions are generated in several
languages from information in a language-independent database and small
fragments of text, and they can be tailored according to the backgrounds of the
users, their ages, and their previous interaction with the system. An authoring
tool allows museum curators to update the system's database and to control the
language and content of the resulting descriptions. Although the project is
still in progress, a Web-based demonstrator that supports English, Greek and
Italian is already available, and it is used throughout the paper to highlight
the capabilities of the emerging technology.","['Ion Androutsopoulos', 'Vassiliki Kokkinaki', 'Aggeliki Dimitromanolaki', 'Jo Calder', 'Jon Oberlander', 'Elena Not']",'Ion Androutsopoulos',https://arxiv.org/pdf/cs/0110057v1
cs-0111012v1,Intelligent Anticipated Exploration of Web Sites,11/6/2001,"In this paper we describe a web search agent, called Global Search Agent
(hereafter GSA for short). GSA integrates and enhances several search
techniques in order to achieve significant improvements in the user-perceived
quality of delivered information as compared to usual web search engines. GSA
features intelligent merging of relevant documents from different search
engines, anticipated selective exploration and evaluation of links from the
current result set, automated derivation of refined queries based on user
relevance feedback. System architecture as well as experimental accounts are
also illustrated.",['Giovambattista Ianni'],'Giovambattista Ianni',https://arxiv.org/pdf/cs/0111012v1
cs-0111018v1,"Data Acquisition and Database Management System for Samsung
  Superconductor Test Facility",11/8/2001,"In order to fulfill the test requirement of KSTAR (Korea Superconducting
Tokamak Advanced Research) superconducting magnet system, a large scale
superconducting magnet and conductor test facility, SSTF (Samsung
Superconductor Test Facility), has been constructed at Samsung Advanced
Institute of Technology. The computer system for SSTF DAC (Data Acquisition and
Control) is based on UNIX system and VxWorks is used for the real-time OS of
the VME system. EPICS (Experimental Physics and Industrial Control System) is
used for the communication between IOC server and client. A database program
has been developed for the efficient management of measured data and a Linux
workstation with PENTIUM-4 CPU is used for the database server. In this paper,
the current status of SSTF DAC system, the database management system and
recent test results are presented.","['Y. Chu', 'S. Baek', 'H. Yonekawa', 'A. Chertovskikh', 'M. Kim', 'J. S. Kim', 'K. Park', 'S. Baang', 'Y. Chang', 'J. H. Kim', 'S. Lee', 'B. Lim', 'W. Chung', 'H. Park', 'K. Kim']",'Y. Chu',https://arxiv.org/pdf/cs/0111018v1
cs-0111058v1,Bayesian Logic Programs,11/23/2001,"Bayesian networks provide an elegant formalism for representing and reasoning
about uncertainty using probability theory. Theyare a probabilistic extension
of propositional logic and, hence, inherit some of the limitations of
propositional logic, such as the difficulties to represent objects and
relations. We introduce a generalization of Bayesian networks, called Bayesian
logic programs, to overcome these limitations. In order to represent objects
and relations it combines Bayesian networks with definite clause logic by
establishing a one-to-one mapping between ground atoms and random variables. We
show that Bayesian logic programs combine the advantages of both definite
clause logic and Bayesian networks. This includes the separation of
quantitative and qualitative aspects of the model. Furthermore, Bayesian logic
programs generalize both Bayesian networks as well as logic programs. So, many
ideas developed","['Kristian Kersting', 'Luc De Raedt']",'Kristian Kersting',https://arxiv.org/pdf/cs/0111058v1
cs-0112006v1,"A Logic Programming Approach to Knowledge-State Planning: Semantics and
  Complexity",12/5/2001,"We propose a new declarative planning language, called K, which is based on
principles and methods of logic programming. In this language, transitions
between states of knowledge can be described, rather than transitions between
completely described states of the world, which makes the language well-suited
for planning under incomplete knowledge. Furthermore, it enables the use of
default principles in the planning process by supporting negation as failure.
Nonetheless, K also supports the representation of transitions between states
of the world (i.e., states of complete knowledge) as a special case, which
shows that the language is very flexible. As we demonstrate on particular
examples, the use of knowledge states may allow for a natural and compact
problem representation. We then provide a thorough analysis of the
computational complexity of K, and consider different planning problems,
including standard planning and secure planning (also known as conformant
planning) problems. We show that these problems have different complexities
under various restrictions, ranging from NP to NEXPTIME in the propositional
case. Our results form the theoretical basis for the DLV^K system, which
implements the language K on top of the DLV logic programming system.","['Thomas Eiter', 'Wolfgang Faber', 'Nicola Leone', 'Gerald Pfeifer', 'Axel Polleres']",'Thomas Eiter',https://arxiv.org/pdf/cs/0112006v1
cs-0112007v2,A Tight Upper Bound on the Number of Candidate Patterns,12/7/2001,"In the context of mining for frequent patterns using the standard levelwise
algorithm, the following question arises: given the current level and the
current set of frequent patterns, what is the maximal number of candidate
patterns that can be generated on the next level? We answer this question by
providing a tight upper bound, derived from a combinatorial result from the
sixties by Kruskal and Katona. Our result is useful to reduce the number of
database scans.","['Floris Geerts', 'Bart Goethals', 'Jan Van den Bussche']",'Floris Geerts',https://arxiv.org/pdf/cs/0112007v2
cs-0112008v1,Representation of Uncertainty for Limit Processes,12/7/2001,"Many mathematical models utilize limit processes. Continuous functions and
the calculus, differential equations and topology, all are based on limits and
continuity. However, when we perform measurements and computations, we can
achieve only approximate results. In some cases, this discrepancy between
theoretical schemes and practical actions changes drastically outcomes of a
research and decision-making resulting in uncertainty of knowledge. In the
paper, a mathematical approach to such kind of uncertainty, which emerges in
computation and measurement, is suggested on the base of the concept of a fuzzy
limit. A mathematical technique is developed for differential models with
uncertainty. To take into account the intrinsic uncertainty of a model, it is
suggested to use fuzzy derivatives instead of conventional derivatives of
functions in this model.",['Mark Burgin'],'Mark Burgin',https://arxiv.org/pdf/cs/0112008v1
cs-0112011v2,Interactive Constrained Association Rule Mining,12/10/2001,"We investigate ways to support interactive mining sessions, in the setting of
association rule mining. In such sessions, users specify conditions (queries)
on the associations to be generated. Our approach is a combination of the
integration of querying conditions inside the mining phase, and the incremental
querying of already generated associations. We present several concrete
algorithms and compare their performance.","['Bart Goethals', 'Jan Van den Bussche']",'Bart Goethals',https://arxiv.org/pdf/cs/0112011v2
cs-0112013v1,"A Data Mining Framework for Optimal Product Selection in Retail
  Supermarket Data: The Generalized PROFSET Model",12/11/2001,"In recent years, data mining researchers have developed efficient association
rule algorithms for retail market basket analysis. Still, retailers often
complain about how to adopt association rules to optimize concrete retail
marketing-mix decisions. It is in this context that, in a previous paper, the
authors have introduced a product selection model called PROFSET. This model
selects the most interesting products from a product assortment based on their
cross-selling potential given some retailer defined constraints. However this
model suffered from an important deficiency: it could not deal effectively with
supermarket data, and no provisions were taken to include retail category
management principles. Therefore, in this paper, the authors present an
important generalization of the existing model in order to make it suitable for
supermarket data as well, and to enable retailers to add category restrictions
to the model. Experiments on real world data obtained from a Belgian
supermarket chain produce very promising results and demonstrate the
effectiveness of the generalized PROFSET model.","['Tom Brijs', 'Bart Goethals', 'Gilbert Swinnen', 'Koen Vanhoof', 'Geert Wets']",'Tom Brijs',https://arxiv.org/pdf/cs/0112013v1
cs-0201013v1,"Computing Preferred Answer Sets by Meta-Interpretation in Answer Set
  Programming",1/16/2002,"Most recently, Answer Set Programming (ASP) is attracting interest as a new
paradigm for problem solving. An important aspect which needs to be supported
is the handling of preferences between rules, for which several approaches have
been presented. In this paper, we consider the problem of implementing
preference handling approaches by means of meta-interpreters in Answer Set
Programming. In particular, we consider the preferred answer set approaches by
Brewka and Eiter, by Delgrande, Schaub and Tompits, and by Wang, Zhou and Lin.
We present suitable meta-interpreters for these semantics using DLV, which is
an efficient engine for ASP. Moreover, we also present a meta-interpreter for
the weakly preferred answer set approach by Brewka and Eiter, which uses the
weak constraint feature of DLV as a tool for expressing and solving an
underlying optimization problem. We also consider advanced meta-interpreters,
which make use of graph-based characterizations and often allow for more
efficient computations. Our approach shows the suitability of ASP in general
and of DLV in particular for fast prototyping. This can be fruitfully exploited
for experimenting with new languages and knowledge-representation formalisms.","['Thomas Eiter', 'Wolfgang Faber', 'Nicola Leone', 'Gerald Pfeifer']",'Thomas Eiter',https://arxiv.org/pdf/cs/0201013v1
cs-0201017v2,"Collusion in Unrepeated, First-Price Auctions with an Uncertain Number
  of Participants",1/19/2002,"We consider the question of whether collusion among bidders (a ""bidding
ring"") can be supported in equilibrium of unrepeated first-price auctions.
Unlike previous work on the topic such as that by McAfee and McMillan [1992]
and Marshall and Marx [2007], we do not assume that non-colluding agents have
perfect knowledge about the number of colluding agents whose bids are
suppressed by the bidding ring, and indeed even allow for the existence of
multiple cartels. Furthermore, while we treat the association of bidders with
bidding rings as exogenous, we allow bidders to make strategic decisions about
whether to join bidding rings when invited. We identify a bidding ring protocol
that results in an efficient allocation in Bayes{Nash equilibrium, under which
non-colluding agents bid straightforwardly, and colluding agents join bidding
rings when invited and truthfully declare their valuations to the ring center.
We show that bidding rings benefit ring centers and all agents, both members
and non-members of bidding rings, at the auctioneer's expense. The techniques
we introduce in this paper may also be useful for reasoning about other
problems in which agents have asymmetric information about a setting.","['Kevin Leyton-Brown', 'Moshe Tennenholtz', 'Navin Bhat', 'Yoav Shoham']",'Kevin Leyton-Brown',https://arxiv.org/pdf/cs/0201017v2
cs-0201020v1,A Modal Logic Framework for Multi-agent Belief Fusion,1/23/2002,"This paper is aimed at providing a uniform framework for reasoning about
beliefs of multiple agents and their fusion. In the first part of the paper, we
develop logics for reasoning about cautiously merged beliefs of agents with
different degrees of reliability. The logics are obtained by combining the
multi-agent epistemic logic and multi-sources reasoning systems. Every ordering
for the reliability of the agents is represented by a modal operator, so we can
reason with the merged results under different situations. The fusion is
cautious in the sense that if an agent's belief is in conflict with those of
higher priorities, then his belief is completely discarded from the merged
result. We consider two strategies for the cautious merging of beliefs. In the
first one, if inconsistency occurs at some level, then all beliefs at the lower
levels are discarded simultaneously, so it is called level cutting strategy.
For the second one, only the level at which the inconsistency occurs is
skipped, so it is called level skipping strategy. The formal semantics and
axiomatic systems for these two strategies are presented. In the second part,
we extend the logics both syntactically and semantically to cover some more
sophisticated belief fusion and revision operators. While most existing
approaches treat belief fusion operators as meta-level constructs, these
operators are directly incorporated into our object logic language. Thus it is
possible to reason not only with the merged results but also about the fusion
process in our logics. The relationship of our extended logics with the
conditional logics of belief revision is also discussed.",['Churn-Jung Liau'],'Churn-Jung Liau',https://arxiv.org/pdf/cs/0201020v1
cs-0202001v1,The Deductive Database System LDL++,2/1/2002,"This paper describes the LDL++ system and the research advances that have
enabled its design and development. We begin by discussing the new nonmonotonic
and nondeterministic constructs that extend the functionality of the LDL++
language, while preserving its model-theoretic and fixpoint semantics. Then, we
describe the execution model and the open architecture designed to support
these new constructs and to facilitate the integration with existing DBMSs and
applications. Finally, we describe the lessons learned by using LDL++ on
various tested applications, such as middleware and datamining.","['Faiz Arni', 'KayLiang Ong', 'Shalom Tsur', 'Haixun Wang', 'Carlo Zaniolo']",'Faiz Arni',https://arxiv.org/pdf/cs/0202001v1
cs-0202004v3,"A Qualitative Dynamical Modelling Approach to Capital Accumulation in
  Unregulated Fisheries",2/5/2002,"Capital accumulation has been a major issue in fisheries economics over the
last two decades, whereby the interaction of the fish and capital stocks were
of particular interest. Because bio-economic systems are intrinsically complex,
previous efforts in this field have relied on a variety of simplifying
assumptions. The model presented here relaxes some of these simplifications.
Problems of tractability are surmounted by using the methodology of qualitative
differential equations (QDE). The theory of QDEs takes into account that
scientific knowledge about particular fisheries is usually limited, and
facilitates an analysis of the global dynamics of systems with more than two
ordinary differential equations. The model is able to trace the evolution of
capital and fish stock in good agreement with observed patterns, and shows that
over-capitalization is unavoidable in unregulated fisheries.","['K. Eisenack', 'H. Welsch', 'J. P. Kropp']",'K. Eisenack',https://arxiv.org/pdf/cs/0202004v3
